Nuclear_mRNA,Cytoplasmic_mRNA,Cell_volume
0,0,0.491955097
0,1,0.908207766
0,1,0.696457805
0,3,0.877798038
3,2,0.700992265
0,0,0.931387665
0,0,1.164077696
0,0,0.687701112
0,4,0.63234876
0,0,1.102368983
0,2,0.87246753
0,1,0.854843842
2,5,1.170657734
0,1,0.671529034
9,0,0.641045502
0,0,0.819873276
1,0,0.68448753
0,0,0.566497875
0,0,0.56421139
0,2,0.589564388
0,0,0.676615564
5,7,1.024709326
0,1,0.556502377
0,2,1.571222911
0,1,1.246503409
0,0,0.678935077
0,0,1.810850898
0,0,0.892824955
3,0,0.878374045
0,0,0.448161794
0,1,1.050113693
2,0,0.553065418
0,3,0.772659608
0,1,0.796995106
2,0,0.925487828
0,9,1.652650703
0,0,0.862387857
0,0,0.265120799
1,1,0.775668587
0,2,0.911253393
0,1,0.722971841
0,0,0.796191592
0,0,1.16926562
2,0,1.415751455
0,2,0.666780571
0,2,0.980417269
0,0,0.708616216
3,0,1.032437535
0,1,0.416397304
0,1,0.581021596
0,0,0.536132422
0,3,1.053808551
0,8,1.07663172
1,0,1.288614951
0,1,0.455347951
1,0,0.347811692
0,1,0.585496546
0,0,0.614242753
0,1,1.028577605
0,0,0.610611324
0,1,1.189539411
0,0,0.490587658
0,0,0.39574265
0,1,0.872059505
3,0,0.473813304
0,3,0.678241514
0,1,0.604082596
0,1,1.903454496
0,5,1.740404899
1,1,0.587044633
0,1,1.417855816
0,2,0.916054448
0,1,0.424906433
0,2,0.613091382
0,0,0.641637189
0,1,0.807139282
0,1,0.506910984
4,1,1.270230774
0,5,1.246883848
0,4,1.085732223
3,2,0.682229802
6,0,1.300303348
1,0,0.920291063
0,1,0.83032567
0,0,0.678719299
0,0,1.113903419
0,1,0.70080585
0,1,0.462623205
0,0,0.754184396
0,0,0.794031277
0,0,0.760862921
0,1,0.750345872
0,3,0.735919008
2,0,0.543378772
3,2,0.798670312
0,0,0.424090374
0,1,0.711391222
0,0,1.117361578
3,1,0.982179913
1,0,1.12782906
1,4,0.760649442
0,2,0.591694657
0,1,0.594039333
0,0,0.481173591
3,0,1.05596946
0,2,0.30171859
0,2,0.622883484
0,0,0.831644029
0,0,0.438612136
0,0,0.683103862
7,4,2.067363658
3,1,0.67226889
1,0,1.101052205
0,1,0.504765463
1,13,1.242337856
3,3,1.099402122
0,2,1.000432664
1,0,0.623214363
3,1,0.648154513
2,3,0.947243466
0,7,0.963339727
0,1,0.427865476
1,1,0.608998267
0,0,0.781957782
0,0,0.578056495
0,1,0.674453183
2,2,1.241121241
0,0,1.269960674
2,0,0.690041815
0,1,0.789967691
0,3,1.815588069
0,1,0.337816434
0,0,0.495078058
0,0,0.605613723
0,2,1.109424843
0,1,0.387975673
0,0,0.567248262
0,0,0.631351601
0,0,1.198012537
1,0,0.686901625
1,0,0.727807567
1,0,0.489404538
0,0,1.025514522
0,0,0.74999392
0,0,1.06155894
1,2,0.558014142
0,0,0.77511299
0,1,0.469165575
0,1,0.531229018
0,3,1.105290352
4,1,0.794343856
2,3,0.976958727
1,1,0.835653774
0,3,0.962570844
1,3,1.015686237
0,1,0.816300959
0,1,0.69002634
0,0,0.964818667
0,1,0.746312937
0,0,0.769276836
0,0,0.758984265
0,3,1.069058523
0,5,0.798450454
0,2,1.047753044
0,1,1.14993283
2,0,0.610596072
0,1,0.63160933
2,1,0.955047961
0,0,0.638164796
0,0,0.997261031
0,0,1.147156563
0,1,0.521086488
0,1,1.091935814
0,0,1.556437302
3,0,0.844962309
0,0,0.890446222
0,2,0.521045692
3,0,0.625036998
3,1,0.689572372
0,0,1.390503716
1,0,0.799414078
0,4,0.399673672
0,0,0.542198486
0,1,0.792141586
0,4,0.462768159
1,0,0.470474166
2,1,0.565719594
0,0,0.971193063
4,0,0.610937162
0,0,0.726191959
5,0,1.138125546
2,0,1.168787235
0,0,0.851236232
0,0,1.076138704
0,0,0.64831185
0,0,1.069722299
1,1,0.402600774
0,0,0.467926621
0,0,0.584176936
2,1,0.99538429
0,0,0.642356214
0,2,0.595738399
0,0,0.873818851
0,1,0.299223772
0,0,0.376618305
0,0,0.941560656
2,0,0.629236902
0,0,0.900935304
2,1,0.930037539
2,2,0.832455793
0,1,0.906595469
0,1,0.772191146
1,0,0.400780921
1,1,0.536828004
0,0,0.818666274
0,0,0.870822206
3,2,0.988655481
0,1,0.97510739
2,0,0.880386581
2,4,0.8678045
1,1,0.443398871
0,1,0.369583667
0,0,1.163031695
0,1,0.643145018
2,1,1.145065465
0,3,1.319461676
0,0,0.826563989
0,1,0.725099621
3,0,1.291756345
2,0,0.468948866
0,1,0.920176309
6,1,0.949568545
3,1,0.558404709
0,1,0.753412029
2,6,1.274414005
0,0,0.796578288
3,2,0.625971971
2,2,1.37769969
0,5,1.287232452
0,0,0.792917442
0,2,1.023392536
0,2,1.273043134
0,0,0.697379033
0,3,0.536489855
0,1,0.767423543
1,2,0.535247487
1,3,1.679212145
1,2,0.75517982
0,1,0.343204186
0,4,1.251037042
0,0,0.704460905
2,2,0.947950119
0,0,0.392117194
0,0,0.281945496
0,1,1.069090793
2,0,1.004427402
0,0,0.510519199
4,0,0.903679819
0,0,1.071022933
3,0,1.104236749
1,0,0.699394839
6,2,1.307907786
0,0,0.338288353
0,0,0.860336783
0,0,0.836374998
0,1,0.871383034
0,5,1.871998523
1,1,1.106406467
3,2,0.620284351
4,0,0.807805235
0,0,0.333762209
0,0,0.915637135
0,1,0.619549751
0,2,0.400288554
8,0,1.455589623
0,0,0.670109415
3,2,0.474442567
5,1,0.617153042
0,1,0.895958798
0,0,0.466321417
0,3,1.437933721
0,0,1.13052149
0,2,0.787787155
0,6,1.329464918
6,0,0.563293058
1,1,1.321252833
0,1,0.583455893
2,1,1.276207177
0,1,1.065681528
0,0,0.871834778
4,0,0.509745994
0,3,1.172473752
0,1,0.796933527
1,0,1.020744442
0,1,0.662766238
0,1,0.884305063
0,3,0.677525399
0,1,0.678179651
1,0,0.642095685
0,2,0.547820204
0,0,0.735972544
0,0,0.995184212
0,0,0.592531918
1,7,1.02727888
0,0,1.00314529
0,0,0.923686231
0,2,0.478854355
1,0,1.141888991
0,1,0.461722519
0,0,0.993312169
0,0,0.506405648
0,0,0.631230737
0,3,0.440544256
2,2,1.026936616
1,1,0.7565374
0,2,0.572104965
0,1,1.034736962
3,0,1.011959172
0,0,0.801416708
0,4,0.673705773
0,1,1.164821384
0,0,0.482088386
0,0,0.530226618
0,1,0.575815963
0,1,1.160338969
0,0,0.440368281
1,6,1.410093339
0,1,0.632784174
0,0,0.333762578
0,0,0.911117368
0,0,0.540346912
5,2,0.996528236
0,1,0.561720264
0,0,1.043316681
0,1,1.458663714
0,5,0.84103151
0,2,0.834184984
2,4,1.000603776
0,3,1.296052036
0,6,1.189417473
2,1,1.300985764
0,2,0.874445258
7,0,0.82174349
0,0,0.870743877
0,0,0.696808916
0,0,0.722431898
0,0,0.845048318
0,4,0.721293737
0,2,1.866455686
0,0,0.327990462
0,0,0.607565737
1,0,0.737269998
4,3,1.128201106
0,1,0.637702857
0,0,0.737196511
4,2,1.04443273
0,0,1.03544776
0,0,0.711944407
0,4,1.091598857
0,1,0.991844403
0,5,1.223777395
0,1,1.218564696
0,0,1.130458776
0,1,0.287591596
0,0,0.726766751
0,0,0.693014465
1,0,0.461065939
0,0,0.583728152
0,0,0.794404414
0,0,0.271176304
0,2,0.738689787
0,0,0.290256007
0,0,1.141579843
0,1,0.865548618
0,0,0.816483846
0,0,0.534167681
0,1,0.779584732
0,0,1.140200311
0,1,1.091361111
1,1,0.808562229
0,0,0.902806013
9,3,1.270546726
0,1,0.874084733
0,1,1.023043574
1,1,0.91580366
0,2,0.686091106
0,4,1.497033563
0,1,0.551649951
0,0,0.610436684
0,1,0.756054685
0,0,0.916741108
0,2,1.121490482
2,0,0.972300535
0,0,0.583689598
1,1,0.520580662
0,0,0.51393102
0,0,0.52771424
0,0,0.670571462
0,0,0.645772095
0,0,0.32640855
0,0,0.551043751
1,1,0.932018724
1,10,1.027612319
0,0,1.205718969
0,0,0.843189803
0,0,0.462601117
1,1,0.487501695
0,0,1.180668663
0,0,0.830731293
0,2,1.066450991
1,0,1.008146234
0,2,1.017255831
0,0,0.681494754
0,0,0.55923951
0,0,0.742267311
0,0,0.554281883
1,1,0.734908194
1,0,1.035146329
0,0,0.670632853
3,3,0.697540273
0,1,1.000858916
1,3,1.023297731
0,0,0.571144143
2,0,0.869287093
1,0,1.179919015
0,0,0.76739708
0,1,0.853515488
1,1,0.8993492
1,0,1.283357498
1,2,1.654028975
0,1,0.58340747
0,1,1.128924542
0,0,0.623939701
0,0,0.744425758
0,0,0.959766087
0,1,0.57336298
0,0,0.77036687
0,1,0.793025081
0,0,0.537100275
0,1,0.516211746
4,2,0.741797206
1,0,1.016206909
1,0,0.430436483
0,1,1.207687062
3,0,0.931308848
0,0,1.039316839
2,3,0.869318949
0,0,0.639854266
0,1,0.856336956
2,1,0.52827141
0,0,0.858731105
1,0,0.732727131
0,2,1.596998534
0,0,0.473526139
5,0,0.670134278
0,5,1.237060274
5,2,1.080597466
0,1,0.544335298
0,0,0.720390409
0,1,0.619915817
4,1,1.72899092
4,0,0.861535602
0,0,0.957237035
0,0,1.469573067
2,3,0.477895395
0,4,1.544575194
1,1,0.855570238
0,0,0.274871807
0,0,0.76235115
1,0,0.851746168
0,0,0.837244741
0,2,1.034003698
0,0,1.184524562
0,0,0.978613676
0,5,0.775081346
0,3,0.648474121
10,3,1.051443888
0,0,0.478062489
3,0,1.040212338
0,1,0.497939726
2,3,0.866874615
0,0,0.485694548
1,1,0.851710233
0,2,0.472413711
0,0,0.960749198
0,3,0.763776629
0,0,0.655156221
0,0,0.76190039
0,1,0.490964019
6,9,1.153283143
0,5,0.632884135
0,2,1.523926948
0,2,1.189119769
4,5,1.013811284
0,0,0.817834249
0,3,0.549799127
2,4,0.788036162
2,0,0.712544851
3,2,0.525497825
0,0,0.956079026
0,1,0.635013979
0,0,0.962045431
0,0,1.076179627
3,2,0.724494502
2,0,0.47081177
0,0,1.182230107
0,0,0.844820774
0,1,0.708629902
4,0,0.870661545
0,0,0.954169134
2,1,0.778308983
1,3,1.017726752
0,5,0.757387364
1,2,0.766616606
0,5,0.820036958
2,0,0.865480236
0,0,0.679179891
0,2,0.7978402
1,1,1.688860287
0,9,1.19124183
0,0,0.494832235
1,0,1.062887962
1,3,0.637924299
0,0,0.673690575
2,3,0.857094237
0,0,0.687310495
2,0,0.901929074
1,0,0.991601264
0,0,0.863381268
0,1,1.180795151
5,5,0.758055205
0,0,1.238758936
0,0,1.110273166
1,0,0.295404949
0,1,0.880792735
0,0,0.421165276
0,0,0.491765102
1,1,1.047103462
4,0,1.116157543
0,1,1.36169524
0,0,0.514050207
0,0,0.527451552
0,3,0.764394133
0,0,1.184346599
3,1,1.001822349
0,1,1.043517265
0,1,0.755905972
1,2,1.103466708
2,2,1.150684861
0,1,0.946454616
0,0,0.969477227
7,1,0.879343168
0,2,0.692804996
0,0,1.113833084
0,1,0.704222785
0,0,0.739735818
2,3,0.699494483
5,0,0.666572174
3,0,0.931129891
0,3,0.887251594
0,0,0.473637055
0,2,0.451539863
0,1,0.512986315
0,1,0.80807977
0,0,0.375948313
0,0,0.593258682
0,1,0.787161282
0,3,1.030451484
0,0,0.541055062
0,0,1.046998132
1,0,0.762794394
0,0,1.592973508
0,0,0.456874014
0,0,1.078039228
0,0,0.7503655
0,0,2.321687615
0,2,0.424285228
0,0,0.590200386
1,1,0.860250615
0,0,0.599612023
0,0,0.560457457
1,0,0.625973325
0,0,0.838606077
0,0,0.340646992
3,0,0.729337145
1,2,0.708710391
0,1,0.859557674
1,0,1.129419474
1,0,0.950499291
0,1,1.643081728
0,2,1.403185279
0,0,1.048986632
0,12,0.922354579
0,0,0.780850835
0,3,0.690995424
1,0,1.205225721
0,0,0.89965801
0,0,1.488711061
0,1,0.877857763
0,1,0.485693525
0,2,1.16547406
0,0,0.667640506
0,0,1.224379898
2,1,0.645809875
3,0,1.169972035
0,0,1.061021836
0,0,1.034435255
